Código Projeto,Setor,Valor Orçado,Valor Negociado,Desconto Concedido,Data Ativação Lead,Data Início,Data Termino,Cod Responsavel,Status
PA-1973,Financeiro,R$ 3100.00,R$ 2200.00,R$ 900.00,7.10.2018,,,3,Em negociação
PA-1974,Produção,R$ 3900.00,R$ 2700.00,R$ 1200.00,7.10.2018,,,6,Prospecção
PA-1975,Financeiro,R$ 11700.00,R$ 11700.00,R$ 0.00,7.10.2018,,,2,Aguardando NF
PA-1976,Comercial,R$ 33100.00,R$ 33100.00,R$ 0.00,8.10.2018,,,7,Aguardando NF
PA-1977,Marketing,R$ 32100.00,R$ 32100.00,R$ 0.00,8.10.2018,,,4,Prospecção
PA-1978,Comercial,R$ 12000.00,R$ 12000.00,R$ 0.00,9.10.2018,,,5,Prospecção
PA-1979,Marketing,R$ 13500.00,R$ 10800.00,R$ 2700.00,9.10.2018,31.10.2018,,7,Em andamento
PA-1980,TI,R$ 11600.00,R$ 11600.00,R$ 0.00,10.10.2018,,,2,Em negociação
PA-1981,FINANCEIRO,R$ 22400.00,R$ 22400.00,R$ 0.00,10.10.2018,,,6,Em negociação
PA-1982,Comercial,R$ 8600.00,R$ 6000.00,R$ 2600.00,10.10.2018,,,5,Aguardando NF
PA-1983,Financeiro,R$ 20500.00,R$ 20500.00,R$ 0.00,10.10.2018,,,10,Aguardando NF
PA-1984,Marketing,R$ 22100.00,R$ 22100.00,R$ 0.00,10.10.2018,,,3,Em negociação
PA-1985,Marketing,R$ 19200.00,R$ 19200.00,R$ 0.00,10.10.2018,17.11.2018,,3,Em andamento
PA-1986,Compras,R$ 12000.00,R$ 12000.00,R$ 0.00,11.10.2018,,,6,Aguardando NF
PA-1987,Marketing,R$ 25800.00,R$ 25800.00,R$ 0.00,12.10.2018,,,8,Em negociação
PA-1988,Comercial,R$ 34900.00,R$ 34900.00,R$ 0.00,13.10.2018,29.11.2018,,6,Em andamento
PA-1989,Produção,R$ 19200.00,R$ 19200.00,R$ 0.00,14.10.2018,5.11.2018,10.2.2019,2,Finalizado
PA-1990,Marketing,R$ 27600.00,R$ 27600.00,R$ 0.00,14.10.2018,,,9,Prospecção
PA-1991,Financeiro,R$ 11400.00,R$ 11400.00,R$ 0.00,15.10.2018,,,5,Prospecção
PA-1992,Financeiro,R$ 29800.00,R$ 29800.00,R$ 0.00,16.10.2018,,,1,Em negociação
PA-1993,Compras,R$ 20200.00,R$ 20200.00,R$ 0.00,17.10.2018,,,9,Em negociação
PA-1994,Comercial,R$ 25600.00,R$ 25600.00,R$ 0.00,17.10.2018,11.12.2018,,7,Em andamento
PA-1995,TI,R$ 17000.00,R$ 15300.00,R$ 1700.00,17.10.2018,,,7,Em negociação
PA-1996,TI,R$ 37300.00,,R$ 0.00,18.10.2018,21.11.2018,,9,Em andamento
PA-1997,Logística,R$ 5900.00,R$ 5900.00,R$ 0.00,18.10.2018,30.11.2018,,7,Em andamento
PA-1998,Logística,R$ 35900.00,R$ 35900.00,R$ 0.00,19.10.2018,,,2,Prospecção
PA-1999,Financeiro,R$ 11100.00,R$ 11100.00,R$ 0.00,20.10.2018,,,7,Em negociação
PA-2000,Marketing,R$ 10900.00,R$ 7600.00,R$ 3300.00,20.10.2018,,,9,Prospecção
PA-2001,logística,R$ 5900.00,R$ 5900.00,R$ 0.00,20.10.2018,,,5,PROSPECÇÃO
PA-2002,TI,R$ 28600.00,R$ 28600.00,R$ 0.00,21.10.2018,,,2,Em negociação
PA-2003,Marketing,R$ 10800.00,R$ 10800.00,R$ 0.00,21.10.2018,,,9,Aguardando NF
PA-2004,Logística,R$ 35800.00,R$ 35800.00,R$ 0.00,22.10.2018,,,2,Prospecção
PA-2005,Comercial,R$ 37700.00,R$ 37700.00,R$ 0.00,23.10.2018,,,7,Em negociação
PA-2006,Marketing,R$ 22800.00,R$ 22800.00,R$ 0.00,23.10.2018,,,7,Prospecção
PA-2007,Compras,R$ 13500.00,R$ 13500.00,R$ 0.00,24.10.2018,12.12.2018,11.2.2019,1,Finalizado
PA-2008,Marketing,R$ 6300.00,R$ 6300.00,R$ 0.00,25.10.2018,,,10,Prospecção
PA-2009,Financeiro,R$ 31500.00,R$ 22100.00,R$ 9400.00,25.10.2018,,,2,Prospecção
PA-2010,Marketing,R$ 30400.00,R$ 21300.00,R$ 9100.00,25.10.2018,,,1,Em negociação
PA-2011,COMERCIAL,R$ 5800.00,R$ 4100.00,R$ 1700.00,25.10.2018,,,9,Prospecção
PA-2012,TI,R$ 36500.00,R$ 36500.00,R$ 0.00,25.10.2018,,,10,Em negociação
PA-2013,Comercial,R$ 18200.00,R$ 18200.00,R$ 0.00,25.10.2018,,,6,Em negociação
PA-2014,Financeiro,R$ 21000.00,R$ 21000.00,R$ 0.00,25.10.2018,,,3,Prospecção
PA-2015,Marketing,R$ 4600.00,R$ 4600.00,R$ 0.00,25.10.2018,,,5,Em negociação
PA-2016,TI,R$ 17500.00,R$ 14000.00,R$ 3500.00,25.10.2018,,,7,Prospecção
PA-2017,Financeiro,R$ 28800.00,R$ 28800.00,R$ 0.00,25.10.2018,,,4,Em negociação
PA-2018,Marketing,R$ 23000.00,R$ 23000.00,R$ 0.00,25.10.2018,,,2,Em negociação
PA-2019,Produção,R$ 9600.00,R$ 6700.00,R$ 2900.00,25.10.2018,,,10,Prospecção
PA-2020,Comercial,R$ 11700.00,R$ 8200.00,R$ 3500.00,26.10.2018,,,2,Aguardando NF
PA-2021,Logística,R$ 30100.00,R$ 30100.00,R$ 0.00,27.10.2018,,,5,Em negociação
PA-2022,Marketing,R$ 28800.00,R$ 28800.00,R$ 0.00,27.10.2018,,,4,Prospecção
PA-2023,Marketing,R$ 33700.00,R$ 33700.00,R$ 0.00,27.10.2018,27.12.2018,19.6.2019,3,Finalizado
PA-2024,Produção,R$ 4000.00,R$ 4000.00,R$ 0.00,28.10.2018,,,3,Aguardando NF
PA-2025,Compras,R$ 7300.00,R$ 7300.00,R$ 0.00,28.10.2018,21.12.2018,12.6.2019,8,Finalizado
PA-2026,Comercial,R$ 12000.00,R$ 12000.00,R$ 0.00,28.10.2018,5.1.2019,,8,Em andamento
PA-2027,TI,R$ 19400.00,R$ 19400.00,R$ 0.00,28.10.2018,,,1,Aguardando NF
PA-2028,Marketing,R$ 12100.00,R$ 8500.00,R$ 3600.00,29.10.2018,,,5,Aguardando NF
PA-2029,Produção,R$ 17700.00,R$ 17700.00,R$ 0.00,29.10.2018,,,4,Prospecção
PA-2030,TI,R$ 9000.00,R$ 9000.00,R$ 0.00,30.10.2018,7.12.2018,26.4.2019,10,Finalizado
PA-2031,TI,R$ 8300.00,R$ 8300.00,R$ 0.00,30.10.2018,,,9,Prospecção
PA-2032,Financeiro,R$ 3300.00,R$ 3300.00,R$ 0.00,30.10.2018,,,6,Prospecção
PA-2033,Comercial,R$ 29000.00,R$ 29000.00,R$ 0.00,30.10.2018,,,8,Em negociação
PA-2034,Logística,R$ 26700.00,R$ 26700.00,R$ 0.00,31.10.2018,7.1.2019,,4,Em andamento
PA-2035,Logística,R$ 22400.00,R$ 22400.00,R$ 0.00,1.11.2018,,,7,Prospecção
PA-2036,Marketing,R$ 8800.00,R$ 8800.00,R$ 0.00,2.11.2018,8.1.2019,,3,Em andamento
PA-2037,TI,R$ 30000.00,R$ 24000.00,R$ 6000.00,3.11.2018,,,1,Aguardando NF
PA-2038,Produção,R$ 22100.00,R$ 22100.00,R$ 0.00,4.11.2018,,,6,Em negociação
PA-2039,Financeiro,R$ 24400.00,R$ 24400.00,R$ 0.00,4.11.2018,5.12.2018,30.3.2019,1,Finalizado
PA-2040,Marketing,R$ 27400.00,R$ 27400.00,R$ 0.00,5.11.2018,,,9,Prospecção
PA-2041,financeiro,R$ 32800.00,R$ 32800.00,R$ 0.00,6.11.2018,,,8,Prospecção
PA-2042,Comercial,R$ 17000.00,R$ 11900.00,R$ 5100.00,6.11.2018,,,9,Prospecção
PA-2043,RH,R$ 32700.00,R$ 32700.00,R$ 0.00,6.11.2018,,,10,Prospecção
PA-2044,Logística,R$ 30900.00,R$ 30900.00,R$ 0.00,6.11.2018,,,1,Aguardando NF
PA-2045,Comercial,R$ 14200.00,R$ 12800.00,R$ 1400.00,7.11.2018,,,7,Aguardando NF
PA-2046,Logística,R$ 3400.00,R$ 3400.00,R$ 0.00,8.11.2018,,,6,Em negociação
PA-2047,Produção,R$ 28500.00,R$ 28500.00,R$ 0.00,9.11.2018,,,3,Aguardando NF
PA-2048,Comercial,R$ 16700.00,R$ 16700.00,R$ 0.00,9.11.2018,,,3,Prospecção
PA-2049,Logística,R$ 11700.00,R$ 11700.00,R$ 0.00,10.11.2018,,,2,Prospecção
PA-2050,Logística,R$ 18100.00,R$ 12700.00,R$ 5400.00,11.11.2018,,,9,Em negociação
PA-2051,TI,R$ 11800.00,R$ 11800.00,R$ 0.00,11.11.2018,,,10,PROSPECÇÃO
PA-2052,Comercial,R$ 22600.00,R$ 22600.00,R$ 0.00,12.11.2018,,,7,Prospecção
PA-2053,Financeiro,R$ 6400.00,R$ 4500.00,R$ 1900.00,12.11.2018,,,7,Em negociação
PA-2054,Produção,R$ 29200.00,R$ 23400.00,R$ 5800.00,13.11.2018,,,3,Prospecção
PA-2055,Logística,R$ 35800.00,R$ 35800.00,R$ 0.00,13.11.2018,,,1,Aguardando NF
PA-2056,TI,R$ 10600.00,R$ 10600.00,R$ 0.00,13.11.2018,,,3,Prospecção
PA-2057,Produção,R$ 29800.00,R$ 29800.00,R$ 0.00,13.11.2018,,,1,Prospecção
PA-2058,Comercial,R$ 29600.00,R$ 23700.00,R$ 5900.00,13.11.2018,8.12.2018,,4,Em andamento
PA-2059,TI,R$ 8600.00,R$ 6000.00,R$ 2600.00,14.11.2018,,,1,Aguardando NF
PA-2060,TI,R$ 28900.00,R$ 28900.00,R$ 0.00,14.11.2018,,,10,Prospecção
PA-2061,TI,R$ 35200.00,R$ 35200.00,R$ 0.00,15.11.2018,,,10,Em negociação
PA-2062,Logística,R$ 31500.00,R$ 25200.00,R$ 6300.00,16.11.2018,,,5,Prospecção
PA-2063,Comercial,R$ 31900.00,R$ 31900.00,R$ 0.00,17.11.2018,,,2,Em negociação
PA-2064,Marketing,R$ 27000.00,R$ 27000.00,R$ 0.00,17.11.2018,,,7,Em negociação
PA-2065,Comercial,R$ 30100.00,R$ 24100.00,R$ 6000.00,17.11.2018,,,9,Prospecção
PA-2066,Financeiro,R$ 12200.00,R$ 12200.00,R$ 0.00,17.11.2018,,,9,Em negociação
PA-2067,Produção,R$ 28500.00,R$ 28500.00,R$ 0.00,17.11.2018,,,10,Em negociação
PA-2068,Comercial,R$ 5200.00,R$ 5200.00,R$ 0.00,18.11.2018,26.12.2018,,5,Em andamento
PA-2069,Compras,R$ 26600.00,R$ 26600.00,R$ 0.00,18.11.2018,,,6,Prospecção
PA-2070,TI,R$ 32400.00,R$ 25900.00,R$ 6500.00,19.11.2018,,,8,Em negociação
PA-2071,COMERCIAL,R$ 22400.00,R$ 20200.00,R$ 2200.00,19.11.2018,,,2,Em negociação
PA-2072,Comercial,R$ 9100.00,R$ 7300.00,R$ 1800.00,19.11.2018,,,2,Prospecção
PA-2073,Logística,R$ 26600.00,R$ 26600.00,R$ 0.00,20.11.2018,,,1,Aguardando NF
PA-2074,Financeiro,R$ 4000.00,R$ 4000.00,R$ 0.00,21.11.2018,,,3,Em negociação
PA-2075,TI,R$ 6900.00,R$ 6900.00,R$ 0.00,22.11.2018,,,2,Em negociação
PA-2076,TI,R$ 19300.00,R$ 19300.00,R$ 0.00,22.11.2018,,,8,Em negociação
PA-2077,Comercial,R$ 33900.00,R$ 33900.00,R$ 0.00,22.11.2018,,,5,Em negociação
PA-2078,Compras,R$ 3900.00,R$ 3100.00,R$ 800.00,22.11.2018,,,7,Prospecção
PA-2079,Marketing,R$ 22300.00,R$ 15600.00,R$ 6700.00,23.11.2018,,,10,Prospecção
PA-2080,Marketing,R$ 5700.00,R$ 5100.00,R$ 600.00,23.11.2018,,,6,Em negociação
PA-2081,ti,R$ 21600.00,R$ 21600.00,,24.11.2018,,,3,Prospecção
PA-2082,Comercial,R$ 10500.00,R$ 10500.00,R$ 0.00,24.11.2018,,,7,Aguardando NF
PA-2083,TI,R$ 24800.00,R$ 17400.00,R$ 7400.00,24.11.2018,29.1.2019,,8,Em andamento
PA-2084,Marketing,R$ 23800.00,R$ 23800.00,R$ 0.00,25.11.2018,,,5,Aguardando NF
PA-2085,TI,R$ 36500.00,R$ 29200.00,R$ 7300.00,26.11.2018,,,5,Em negociação
PA-2086,Marketing,R$ 28300.00,R$ 28300.00,R$ 0.00,27.11.2018,,,9,Aguardando NF
PA-2087,Compras,R$ 6400.00,R$ 6400.00,R$ 0.00,28.11.2018,25.12.2018,,4,Em andamento
PA-2088,TI,R$ 3300.00,R$ 2300.00,R$ 1000.00,28.11.2018,31.12.2018,29.3.2019,7,Finalizado
PA-2089,Comercial,R$ 17100.00,R$ 17100.00,R$ 0.00,29.11.2018,,,3,Em negociação
PA-2090,Financeiro,R$ 7500.00,R$ 6800.00,R$ 700.00,30.11.2018,,,7,Aguardando NF
PA-2091,TI,R$ 7600.00,,R$ 0.00,1.12.2018,,,6,Em negociação
PA-2092,Marketing,R$ 34100.00,R$ 34100.00,R$ 0.00,1.12.2018,,,10,Aguardando NF
PA-2093,TI,R$ 26300.00,R$ 23700.00,R$ 2600.00,1.12.2018,27.12.2018,,9,Em andamento
PA-2094,Produção,R$ 19700.00,R$ 19700.00,R$ 0.00,2.12.2018,,,4,Em negociação
PA-2095,Marketing,R$ 33600.00,R$ 26900.00,R$ 6700.00,2.12.2018,,,8,Em negociação
PA-2096,Financeiro,R$ 7300.00,R$ 7300.00,R$ 0.00,2.12.2018,,,10,Prospecção
PA-2097,Financeiro,R$ 37000.00,R$ 37000.00,R$ 0.00,3.12.2018,3.1.2019,29.3.2019,7,Finalizado
PA-2098,Logística,R$ 6000.00,R$ 6000.00,R$ 0.00,4.12.2018,,,1,Prospecção
PA-2099,Logística,R$ 31600.00,R$ 22100.00,R$ 9500.00,4.12.2018,,,9,Em negociação
PA-2100,Financeiro,R$ 13000.00,R$ 13000.00,R$ 0.00,5.12.2018,14.1.2019,,4,Em andamento
PA-2101,FINANCEIRO,R$ 32200.00,R$ 29000.00,R$ 3200.00,6.12.2018,,,1,AGUARDANDO NF
PA-2102,RH,R$ 36700.00,R$ 25700.00,R$ 11000.00,6.12.2018,,,8,Aguardando NF
PA-2103,TI,R$ 25300.00,R$ 17700.00,R$ 7600.00,7.12.2018,,,8,Prospecção
PA-2104,Financeiro,R$ 33100.00,R$ 33100.00,R$ 0.00,8.12.2018,,,6,Aguardando NF
PA-2105,Compras,R$ 16700.00,R$ 15000.00,R$ 1700.00,8.12.2018,,,9,Prospecção
PA-2106,Marketing,R$ 10700.00,R$ 10700.00,R$ 0.00,8.12.2018,,,6,Prospecção
PA-2107,Comercial,R$ 37800.00,R$ 37800.00,R$ 0.00,8.12.2018,,,10,Prospecção
PA-2108,Comercial,R$ 23600.00,R$ 23600.00,R$ 0.00,9.12.2018,,,3,Prospecção
PA-2109,Financeiro,R$ 12300.00,R$ 12300.00,R$ 0.00,9.12.2018,,,5,Prospecção
PA-2110,Produção,R$ 21100.00,R$ 21100.00,R$ 0.00,10.12.2018,,,7,Aguardando NF
PA-2111,Marketing,R$ 22800.00,R$ 16000.00,R$ 6800.00,10.12.2018,,,8,Prospecção
PA-2112,Comercial,R$ 10800.00,R$ 9700.00,R$ 1100.00,11.12.2018,,,8,Em negociação
PA-2113,RH,R$ 35600.00,R$ 35600.00,R$ 0.00,11.12.2018,,,6,Em negociação
PA-2114,Logística,R$ 23800.00,R$ 16700.00,R$ 7100.00,12.12.2018,,,9,Em negociação
PA-2115,Marketing,R$ 6400.00,R$ 6400.00,R$ 0.00,12.12.2018,,,1,Prospecção
PA-2116,Produção,R$ 15200.00,R$ 15200.00,R$ 0.00,12.12.2018,,,6,Prospecção
PA-2117,Logística,R$ 14000.00,R$ 14000.00,R$ 0.00,12.12.2018,,,4,Aguardando NF
PA-2118,TI,R$ 26800.00,R$ 18800.00,R$ 8000.00,13.12.2018,,,8,Em negociação
PA-2119,Marketing,R$ 22100.00,R$ 22100.00,R$ 0.00,13.12.2018,18.1.2019,,5,Em andamento
PA-2120,TI,R$ 8300.00,R$ 7500.00,R$ 800.00,14.12.2018,10.2.2019,,8,Em andamento
PA-2121,financeiro,R$ 25500.00,R$ 25500.00,R$ 0.00,14.12.2018,,,2,Aguardando NF
PA-2122,TI,R$ 7800.00,R$ 7800.00,R$ 0.00,15.12.2018,,,5,Prospecção
PA-2123,Financeiro,R$ 25300.00,R$ 25300.00,R$ 0.00,15.12.2018,,,9,Aguardando NF
PA-2124,TI,R$ 21200.00,R$ 17000.00,R$ 4200.00,16.12.2018,,,9,Em negociação
PA-2125,Comercial,R$ 5500.00,R$ 3900.00,R$ 1600.00,16.12.2018,,,5,Em negociação
PA-2126,TI,R$ 17800.00,R$ 14200.00,R$ 3600.00,16.12.2018,,,8,Prospecção
PA-2127,Marketing,R$ 8900.00,R$ 8900.00,R$ 0.00,17.12.2018,10.2.2019,11.4.2019,9,Finalizado
PA-2128,TI,R$ 33700.00,R$ 33700.00,R$ 0.00,18.12.2018,,,3,Prospecção
PA-2129,Marketing,R$ 36500.00,R$ 36500.00,R$ 0.00,19.12.2018,,,8,Prospecção
PA-2130,Marketing,R$ 21800.00,R$ 19600.00,R$ 2200.00,20.12.2018,,,9,Em negociação
PA-2131,COMPRAS,R$ 8800.00,R$ 8800.00,R$ 0.00,21.12.2018,26.2.2019,24.5.2019,10,Finalizado
PA-2132,Logística,R$ 3600.00,R$ 3200.00,R$ 400.00,21.12.2018,,,9,Em negociação
PA-2133,Comercial,R$ 8900.00,R$ 6200.00,R$ 2700.00,21.12.2018,,,6,Aguardando NF
PA-2134,Comercial,R$ 18000.00,R$ 18000.00,R$ 0.00,21.12.2018,,,10,Aguardando NF
PA-2135,TI,R$ 13400.00,R$ 9400.00,R$ 4000.00,21.12.2018,,,5,Aguardando NF
PA-2136,Comercial,R$ 14300.00,R$ 11400.00,R$ 2900.00,22.12.2018,22.2.2019,,10,Em andamento
PA-2137,Marketing,R$ 29200.00,R$ 23400.00,R$ 5800.00,22.12.2018,,,2,Prospecção
PA-2138,Comercial,R$ 12200.00,R$ 12200.00,R$ 0.00,22.12.2018,,,10,Em negociação
PA-2139,Marketing,R$ 12000.00,R$ 12000.00,R$ 0.00,22.12.2018,,,4,Em negociação
PA-2140,TI,R$ 16200.00,R$ 14600.00,R$ 1600.00,22.12.2018,20.1.2019,,9,Em andamento
PA-2141,Produção,R$ 29400.00,R$ 29400.00,R$ 0.00,23.12.2018,,,2,Aguardando NF
PA-2142,Comercial,R$ 6900.00,R$ 5500.00,R$ 1400.00,23.12.2018,,,4,Em negociação
PA-2143,Marketing,R$ 23400.00,R$ 23400.00,R$ 0.00,24.12.2018,6.2.2019,,9,Em andamento
PA-2144,RH,R$ 18900.00,R$ 18900.00,R$ 0.00,25.12.2018,,,3,Aguardando NF
PA-2145,Financeiro,R$ 37700.00,R$ 37700.00,R$ 0.00,25.12.2018,,,2,Aguardando NF
PA-2146,TI,R$ 25700.00,R$ 18000.00,R$ 7700.00,26.12.2018,,,3,Em negociação
PA-2147,Logística,R$ 33600.00,R$ 33600.00,R$ 0.00,27.12.2018,,,6,Aguardando NF
PA-2148,TI,R$ 22200.00,R$ 22200.00,R$ 0.00,27.12.2018,,,1,Prospecção
PA-2149,TI,R$ 20200.00,R$ 20200.00,R$ 0.00,27.12.2018,,,4,Em negociação
PA-2150,TI,R$ 9300.00,R$ 9300.00,R$ 0.00,27.12.2018,,,4,Em negociação
PA-2151,Comercial,R$ 30300.00,R$ 30300.00,R$ 0.00,27.12.2018,,,5,AGUARDANDO NF
PA-2152,TI,R$ 23300.00,R$ 23300.00,R$ 0.00,27.12.2018,,,9,Prospecção
PA-2153,Marketing,R$ 27000.00,R$ 27000.00,R$ 0.00,28.12.2018,,,3,Em negociação
PA-2154,Marketing,R$ 14900.00,R$ 14900.00,R$ 0.00,28.12.2018,25.2.2019,,10,Em andamento
PA-2155,Marketing,R$ 32300.00,R$ 32300.00,R$ 0.00,29.12.2018,,,2,Em negociação
PA-2156,RH,R$ 30100.00,R$ 27100.00,R$ 3000.00,29.12.2018,,,6,Em negociação
PA-2157,TI,R$ 18800.00,R$ 18800.00,R$ 0.00,29.12.2018,,,10,Prospecção
PA-2158,TI,R$ 14300.00,R$ 11400.00,R$ 2900.00,29.12.2018,,,2,Prospecção
PA-2159,TI,R$ 31600.00,R$ 25300.00,R$ 6300.00,30.12.2018,,,1,Prospecção
PA-2160,TI,R$ 35400.00,R$ 35400.00,R$ 0.00,30.12.2018,,,10,Em negociação
PA-2161,logística,R$ 20500.00,R$ 18500.00,R$ 2000.00,31.12.2018,,,8,Em negociação
PA-2162,TI,R$ 12700.00,R$ 12700.00,R$ 0.00,1.1.2019,,,10,Aguardando NF
PA-2163,Compras,R$ 28300.00,R$ 28300.00,R$ 0.00,2.1.2019,,,6,Prospecção
PA-2164,Marketing,R$ 24800.00,R$ 24800.00,R$ 0.00,3.1.2019,,,6,Prospecção
PA-2165,Financeiro,R$ 19900.00,R$ 19900.00,R$ 0.00,4.1.2019,,,9,Em negociação
PA-2166,Compras,R$ 18100.00,R$ 12700.00,R$ 5400.00,4.1.2019,,,7,Prospecção
PA-2167,Financeiro,R$ 9400.00,R$ 6600.00,R$ 2800.00,5.1.2019,26.2.2019,,7,Em andamento
PA-2168,TI,R$ 10700.00,R$ 10700.00,R$ 0.00,6.1.2019,,,6,Em negociação
PA-2169,Financeiro,R$ 33900.00,R$ 33900.00,R$ 0.00,6.1.2019,11.3.2019,23.8.2019,10,Finalizado
PA-2170,TI,R$ 14600.00,R$ 10200.00,R$ 4400.00,7.1.2019,,,4,Em negociação
PA-2171,Logística,R$ 26900.00,R$ 26900.00,R$ 0.00,8.1.2019,,,5,Prospecção
PA-2172,Logística,R$ 4600.00,R$ 4600.00,R$ 0.00,8.1.2019,,,1,Em negociação
PA-2173,Marketing,R$ 14300.00,R$ 14300.00,R$ 0.00,8.1.2019,,,5,Prospecção
PA-2174,Comercial,R$ 32800.00,R$ 23000.00,R$ 9800.00,8.1.2019,,,7,Aguardando NF
PA-2175,Financeiro,R$ 36300.00,R$ 36300.00,R$ 0.00,8.1.2019,,,9,Aguardando NF
PA-2176,RH,R$ 28700.00,R$ 20100.00,R$ 8600.00,9.1.2019,,,3,Prospecção
PA-2177,Compras,R$ 18900.00,R$ 15100.00,R$ 3800.00,10.1.2019,,,8,Em negociação
PA-2178,Marketing,R$ 28300.00,R$ 28300.00,R$ 0.00,10.1.2019,17.2.2019,7.7.2019,10,Finalizado
PA-2179,TI,R$ 27500.00,R$ 27500.00,R$ 0.00,10.1.2019,,,6,Aguardando NF
PA-2180,Compras,R$ 23500.00,R$ 23500.00,R$ 0.00,11.1.2019,,,9,Em negociação
PA-2181,TI,R$ 10300.00,R$ 10300.00,R$ 0.00,12.1.2019,28.2.2019,,9,Em andamento
PA-2182,Financeiro,R$ 23600.00,R$ 23600.00,R$ 0.00,12.1.2019,,,1,Prospecção
PA-2183,Compras,R$ 15400.00,R$ 15400.00,R$ 0.00,12.1.2019,,,10,Aguardando NF
PA-2184,Logística,R$ 30000.00,R$ 30000.00,R$ 0.00,13.1.2019,,,1,Prospecção
PA-2185,Financeiro,R$ 28200.00,R$ 25400.00,R$ 2800.00,13.1.2019,,,7,Prospecção
PA-2186,Marketing,R$ 25600.00,,R$ 5100.00,14.1.2019,,,3,Prospecção
PA-2187,Financeiro,R$ 31500.00,R$ 31500.00,R$ 0.00,15.1.2019,,,5,Aguardando NF
PA-2188,TI,R$ 13100.00,R$ 13100.00,R$ 0.00,15.1.2019,16.3.2019,,8,Em andamento
PA-2189,Marketing,R$ 19800.00,R$ 19800.00,R$ 0.00,15.1.2019,4.2.2019,,1,Em andamento
PA-2190,TI,R$ 7000.00,R$ 7000.00,R$ 0.00,16.1.2019,19.3.2019,,7,Em andamento
PA-2191,MARKETING,R$ 24300.00,R$ 24300.00,R$ 0.00,17.1.2019,,,2,Em negociação
PA-2192,Financeiro,R$ 14200.00,R$ 14200.00,R$ 0.00,17.1.2019,,,7,Aguardando NF
PA-2193,Comercial,R$ 9100.00,R$ 9100.00,R$ 0.00,18.1.2019,28.2.2019,10.5.2019,4,Finalizado
PA-2194,Financeiro,R$ 16800.00,R$ 16800.00,R$ 0.00,19.1.2019,,,7,Aguardando NF
PA-2195,Marketing,R$ 11100.00,R$ 11100.00,R$ 0.00,20.1.2019,,,8,Prospecção
PA-2196,TI,R$ 35300.00,R$ 35300.00,R$ 0.00,20.1.2019,,,10,Prospecção
PA-2197,Financeiro,R$ 23400.00,R$ 23400.00,R$ 0.00,21.1.2019,,,8,Prospecção
PA-2198,Comercial,R$ 26800.00,R$ 21400.00,R$ 5400.00,21.1.2019,30.3.2019,18.6.2019,7,Finalizado
PA-2199,TI,R$ 22500.00,R$ 22500.00,R$ 0.00,22.1.2019,,,7,Prospecção
PA-2200,Financeiro,R$ 15000.00,R$ 15000.00,R$ 0.00,22.1.2019,4.3.2019,26.6.2019,2,Finalizado
PA-2201,marketing,R$ 22000.00,R$ 19800.00,R$ 2200.00,23.1.2019,,,10,EM NEGOCIAÇÃO
PA-2202,Comercial,R$ 3700.00,R$ 3700.00,R$ 0.00,24.1.2019,,,6,Aguardando NF
PA-2203,Comercial,R$ 3400.00,R$ 2700.00,R$ 700.00,24.1.2019,15.2.2019,,8,Em andamento
PA-2204,TI,R$ 20100.00,R$ 14100.00,R$ 6000.00,25.1.2019,15.2.2019,24.5.2019,9,Finalizado
PA-2205,Logística,R$ 3200.00,R$ 2600.00,R$ 600.00,26.1.2019,28.2.2019,1.5.2019,6,Finalizado
PA-2206,Marketing,R$ 19600.00,R$ 19600.00,R$ 0.00,27.1.2019,,,9,Em negociação
PA-2207,Comercial,R$ 11900.00,R$ 11900.00,R$ 0.00,28.1.2019,,,9,Em negociação
PA-2208,Compras,R$ 13200.00,R$ 13200.00,R$ 0.00,29.1.2019,23.3.2019,16.7.2019,3,Finalizado
PA-2209,Financeiro,R$ 35100.00,R$ 28100.00,R$ 7000.00,30.1.2019,,,9,Em negociação
PA-2210,Produção,R$ 27000.00,R$ 18900.00,R$ 8100.00,30.1.2019,,,8,Aguardando NF
PA-2211,Financeiro,R$ 23700.00,R$ 23700.00,,30.1.2019,,,7,Em negociação
PA-2212,Marketing,R$ 6900.00,R$ 4800.00,R$ 2100.00,30.1.2019,,,9,Em negociação
PA-2213,TI,R$ 11300.00,R$ 9000.00,R$ 2300.00,31.1.2019,,,9,Em negociação
PA-2214,Compras,R$ 33800.00,R$ 23700.00,R$ 10100.00,1.2.2019,,,8,Prospecção
PA-2215,Comercial,R$ 18800.00,R$ 13200.00,R$ 5600.00,1.2.2019,,,7,Em negociação
PA-2216,Financeiro,R$ 31600.00,R$ 31600.00,R$ 0.00,2.2.2019,,,10,Em negociação
PA-2217,Marketing,R$ 35400.00,R$ 35400.00,R$ 0.00,2.2.2019,,,10,Em negociação
PA-2218,Logística,R$ 32000.00,R$ 22400.00,R$ 9600.00,3.2.2019,18.3.2019,,3,Em andamento
PA-2219,Logística,R$ 10400.00,R$ 10400.00,R$ 0.00,4.2.2019,,,5,Em negociação
PA-2220,Marketing,R$ 28800.00,R$ 28800.00,R$ 0.00,5.2.2019,26.2.2019,,7,Em andamento
PA-2221,COMPRAS,R$ 12700.00,R$ 10200.00,R$ 2500.00,6.2.2019,,,4,Em negociação
PA-2222,Marketing,R$ 25900.00,R$ 18100.00,R$ 7800.00,6.2.2019,,,8,Em negociação
