Numero Ordem,Cod Operador,Produto,Ocorrência,Inicio,Fim,Qtd Produzida,Qtd Rejeitada
8052,5,Home Theater System 7.1 Channel M710 Brown,,13.12.2021 11:59:51,13.12.2021 15:30:36,56,0
8070,10,Home Theater System 2.1 Channel E210 Brown,Controle de Qualidade,14.12.2021 15:41:02,14.12.2021 19:11:56,181,0
8070,1,Home Theater System 2.1 Channel E210 Brown,,18.12.2021 07:27:07,18.12.2021 08:27:36,181,0
8071,4,Coffee Maker 12C M1000 White,,16.12.2021 15:59:54,16.12.2021 16:20:07,0,0
8071,6,Coffee Maker 12C M1000 White,,14.12.2021 17:52:39,14.12.2021 17:55:08,0,0
8071,6,Coffee Maker 12C M1000 White,,15.12.2021 11:27:18,15.12.2021 12:07:30,164,0
8053,4,Home Theater System 5.1 Channel M1500 White,,13.12.2021 09:27:38,13.12.2021 13:28:00,371,0
8053,9,Home Theater System 5.1 Channel M1500 White,Controle de Qualidade,16.12.2021 12:49:58,16.12.2021 14:50:10,371,0
8053,2,Home Theater System 5.1 Channel M1500 White,,12.12.2021 14:11:02,12.12.2021 15:11:35,371,0
8072,6,Zoo Tycoon 2008 E142,Preparação de Máquina,14.12.2021 14:31:03,14.12.2021 15:01:14,0,0
8072,8,Zoo Tycoon 2008 E142,,14.12.2021 10:25:23,14.12.2021 10:30:42,0,0
8072,2,Zoo Tycoon 2008 E142,,19.12.2021 15:46:48,19.12.2021 15:57:26,364,0
8073,5,DVD M360 Black,,13.12.2021 10:43:32,13.12.2021 10:59:06,0,0
8073,1,DVD M360 Black,,14.12.2021 12:45:47,14.12.2021 12:51:11,0,0
8073,5,DVD M360 BLACK,,14.12.2021 17:02:58,14.12.2021 17:13:34,60,0
8074,5,Home Theater System 4.1 Channel M1420 Black,,13.12.2021 07:06:23,13.12.2021 07:42:18,169,0
8075,4,Home Theater System 4.1 Channel M412 Brown,Preparação de Máquina,15.12.2021 16:21:04,15.12.2021 17:21:14,0,0
8075,2,Home Theater System 4.1 Channel M412 Brown,Controle de Qualidade,14.12.2021 08:51:47,14.12.2021 08:57:38,0,0
8075,8,Home Theater System 4.1 Channel M412 Brown,,16.12.2021 14:27:01,16.12.2021 15:12:29,379,0
8076,1,Flight Simulator 2000 M410,,14.12.2021 10:35:28,14.12.2021 10:41:10,0,0
8076,4,Flight Simulator 2000 M410,,16.12.2021 15:04:45,16.12.2021 15:07:32,0,0
8077,6,8xDVD E140 Black,,15.12.2021 13:11:42,15.12.2021 13:32:03,0,0
8076,6,Flight Simulator 2000 M410,,13.12.2021 13:32:26,13.12.2021 15:26:08,158,0
8078,2,Home Theater System 4.1 Channel M1420 White,Preparação de Máquina,13.12.2021 16:17:02,13.12.2021 16:22:48,0,0
8078,6,Home Theater System 4.1 Channel M1420 White,,18.12.2021 17:40:33,18.12.2021 17:42:43,0,0
8078,3,Home Theater System 4.1 Channel M1420 White,,18.12.2021 17:34:47,18.12.2021 18:28:35,340,0
8079,5,LCD20 M200 White,,14.12.2021 09:25:20,14.12.2021 09:55:46,0,0
8079,2,LCD20 M200 White,Preparação de Máquina,13.12.2021 13:59:48,13.12.2021 14:05:28,0,0
8079,4,LCD20 M200 White,,13.12.2021 14:36:57,13.12.2021 16:32:41,60,0
8079,7,LCD20 M200 White,,14.12.2021 16:21:04,14.12.2021 20:21:16,60,0
8080,1,Wireless Bluetooth Stereo Headphones M170 White,,18.12.2021 15:47:13,18.12.2021 16:02:41,0,0
8080,7,Wireless Bluetooth Stereo Headphones M170 White,,17.12.2021 11:46:01,17.12.2021 11:51:11,0,0
8080,7,Wireless Bluetooth Stereo Headphones M170 White,Peça Danificada,14.12.2021 08:47:02,14.12.2021 09:27:42,232,0
7870,5,LCD20 M200 Black,,02.12.2021 08:48:11,02.12.2021 09:33:52,0,0
7870,9,lcd20 m200 black,Controle de Qualidade,06.12.2021 09:33:33,06.12.2021 09:43:47,0,0
7870,10,LCD20 M200 Black,Preparação de Máquina,04.12.2021 15:33:33,04.12.2021 15:39:06,152,0
8081,9,Wireless Bluetooth Stereo Headphones M402 Green,,13.12.2021 15:02:18,13.12.2021 15:18:05,0,0
8081,6,Wireless Bluetooth Stereo Headphones M402 Green,,13.12.2021 09:56:26,13.12.2021 09:59:49,0,0
8082,7,Rise of Nations: Gold Edition 2009 E143,Controle de Qualidade,14.12.2021 12:42:37,14.12.2021 12:47:54,0,0
8082,9,Rise of Nations: Gold Edition 2009 E143,,13.12.2021 16:55:03,13.12.2021 16:57:27,0,0
8083,2,Classic Flight Collection2009 E164,,17.12.2021 16:08:32,17.12.2021 16:13:50,0,0
8083,4,Classic Flight Collection2009 E164,Controle de Qualidade,15.12.2021 07:32:52,15.12.2021 07:35:20,0,0
8083,7,Classic Flight Collection2009 E164,,18.12.2021 14:07:35,18.12.2021 14:30:52,82,0
8064,9,Hand Games for kids E30 Yellow,,13.12.2021 12:36:17,13.12.2021 12:41:59,0,0
8064,6,HAND GAMES FOR KIDS E30 YELLOW,,18.12.2021 11:44:52,18.12.2021 11:47:24,0,0
7859,1,180 CFM Vertical Discharge Fan X450 Black,,18.11.2021 13:07:32,18.11.2021 14:08:07,0,0
8058,6,DVD 38 DVD Storage Binder E25 Black,,11.12.2021 15:25:12,11.12.2021 20:26:05,34,0
8058,8,DVD 38 DVD Storage Binder E25 Black,,12.12.2021 16:23:39,12.12.2021 18:04:02,34,0
8063,7,Home Theater System 2.1 Channel E211 Brown,,17.12.2021 14:13:03,17.12.2021 14:48:52,0,0
8063,10,Home Theater System 2.1 Channel E211 Brown,Preparação de Máquina,17.12.2021 11:10:45,17.12.2021 11:16:16,0,
8063,8,Home Theater System 2.1 Channel E211 Brown,,13.12.2021 16:06:40,13.12.2021 17:42:22,328,41
8065,1,8GB MP3 Player new model M820 White,,15.12.2021 07:43:14,15.12.2021 08:23:32,0,0
8065,9,8GB MP3 Player new model M820 White,Preparação de Máquina,18.12.2021 16:42:14,18.12.2021 17:03:07,0,0
8065,5,8GB MP3 Player new model M820 White,,14.12.2021 15:32:23,14.12.2021 15:43:10,0,0
8084,10,MechWarrior4: Mercenaries2009 E157,,14.12.2021 13:12:17,14.12.2021 13:52:28,0,0
8084,6,MechWarrior4: Mercenaries2009 E157,,13.12.2021 15:36:34,13.12.2021 15:42:28,0,0
8084,2,MechWarrior4: Mercenaries2009 E157,,13.12.2021 14:56:15,13.12.2021 15:21:26,366,0
8082,7,Rise of Nations: Gold Edition 2009 E143,,17.12.2021 10:28:24,17.12.2021 10:37:11,256,32
8059,1,Home Theater System 2.1 Channel M1210 Silver,,12.12.2021 15:11:05,12.12.2021 19:16:29,343,0
8085,4,Home Theater System 5.1 Channel M1500 Brown,,14.12.2021 10:58:39,14.12.2021 12:19:03,234,0
8086,3,Home Theater System 5.1 Channel M1510 White,,14.12.2021 11:32:03,14.12.2021 11:47:46,0,0
8086,2,Home Theater System 5.1 Channel M1510 White,Controle de Qualidade,18.12.2021 08:22:42,18.12.2021 08:28:36,0,0
8086,4,Home Theater System 5.1 Channel M1510 White,,15.12.2021 13:32:35,15.12.2021 14:13:27,145,0
8087,8,Home Theater System 5.1 Channel M1520 Silver,,14.12.2021 17:04:50,14.12.2021 17:20:41,0,0
8087,,Home Theater System 5.1 Channel M1520 Silver,,18.12.2021 10:55:55,18.12.2021 11:01:29,0,0
8087,9,Home Theater System 5.1 Channel M1520 Silver,,15.12.2021 17:59:42,15.12.2021 18:25:10,8,0
8088,3,Home Theater System 4.1 Channel M413 Brown,,15.12.2021 07:45:15,15.12.2021 08:00:36,0,0
8088,5,Home Theater System 4.1 Channel M413 Brown,,14.12.2021 14:29:54,14.12.2021 14:35:26,0,0
8089,2,Rise of Nations2009 E152,,13.12.2021 11:49:03,13.12.2021 12:19:31,191,0
8088,8,Home Theater System 4.1 Channel M413 Brown,,14.12.2021 10:28:16,14.12.2021 11:04:00,253,0
8090,8,Home Theater System 5.1 Channel M511 Silver,Preparação de Máquina,13.12.2021 12:19:00,13.12.2021 13:14:18,0,0
8090,6,Home Theater System 5.1 Channel M511 Silver,,17.12.2021 10:32:44,17.12.2021 10:37:55,0,0
8090,1,Home Theater System 5.1 Channel M511 Silver,,17.12.2021 10:59:22,17.12.2021 11:15:07,286,0
8091,1,Home Theater System 2.1 Channel M1230 Black,,13.12.2021 16:00:28,13.12.2021 16:46:21,0,0
8091,3,home theater system 2.1 channel m1230 black,,17.12.2021 16:12:08,17.12.2021 16:17:55,0,0
8091,3,Home Theater System 2.1 Channel M1230 Black,,13.12.2021 16:07:06,13.12.2021 17:12:36,165,0
8092,6,Halo 2 for Windows Vista M220,,14.12.2021 10:47:16,14.12.2021 10:52:58,0,0
8092,4,Halo 2 for Windows Vista M220,,19.12.2021 07:32:35,19.12.2021 08:28:13,97,12
8093,4,Rise of Nations2009 E152,,19.12.2021 16:17:36,19.12.2021 16:47:48,0,0
8093,8,Rise of Nations2009 E152,,16.12.2021 14:07:17,16.12.2021 14:12:27,0,0
8093,7,Rise of Nations2009 E152,,14.12.2021 10:15:35,14.12.2021 10:26:13,129,16
7671,8,Home Theater System 2.1 Channel E212 Black,Preparação de Máquina,28.11.2021 10:43:23,28.11.2021 11:19:01,0,0
7671,3,Home Theater System 2.1 Channel E212 Black,,26.11.2021 12:49:49,26.11.2021 12:55:04,0,0
7671,3,Home Theater System 2.1 Channel E212 Black,,27.11.2021 16:47:42,27.11.2021 16:53:20,340,0
8094,9,Home Theater System 5.1 Channel M1500 Silver,,19.12.2021 09:05:54,19.12.2021 09:26:41,,0
8094,3,Home Theater System 5.1 Channel M1500 Silver,,16.12.2021 09:08:12,16.12.2021 09:13:26,0,0
8094,9,Home Theater System 5.1 Channel M1500 Silver,,18.12.2021 17:59:25,18.12.2021 21:15:05,99,0
8095,7,Home Theater System 5.1 Channel M513 Brown,,15.12.2021 16:10:50,15.12.2021 16:16:18,0,0
8095,10,Home Theater System 5.1 Channel M513 Brown,,16.12.2021 14:17:31,16.12.2021 14:19:47,0,0
8095,4,Home Theater System 5.1 Channel M513 Brown,,17.12.2021 15:05:11,17.12.2021 16:38:51,392,0
8095,8,Home Theater System 5.1 Channel M513 Brown,Controle de Qualidade,15.12.2021 09:08:38,15.12.2021 09:59:09,392,49
8081,4,Wireless Bluetooth Stereo Headphones M402 Green,,18.12.2021 16:33:01,18.12.2021 17:43:12,215,0
8096,9,8xDVD E100 Silver,Preparação de Máquina,16.12.2021 09:02:09,16.12.2021 09:07:42,0,0
8096,9,8xDVD E100 Silver,,19.12.2021 16:41:31,19.12.2021 16:44:05,0,0
8096,3,8xDVD E100 Silver,,19.12.2021 17:34:30,19.12.2021 17:48:00,58,0
8097,8,Home Theater System 2.1 Channel M1210 Silver,Preparação de Máquina,15.12.2021 16:21:30,15.12.2021 16:26:42,0,0
8097,2,Home Theater System 2.1 Channel M1210 Silver,,15.12.2021 08:40:59,15.12.2021 08:43:18,0,0
8097,1,Home Theater System 2.1 Channel M1210 Silver,,14.12.2021 14:37:06,14.12.2021 15:30:34,13,0
8098,6,Home Theater System 5.1 Channel M511 Silver,,13.12.2021 11:21:50,13.12.2021 11:27:41,0,0
8098,7,Home Theater System 5.1 Channel M511 Silver,,15.12.2021 07:56:47,15.12.2021 07:59:22,0,0
8098,8,Home Theater System 5.1 Channel M511 Silver,Preparação de Máquina,19.12.2021 11:54:31,19.12.2021 12:08:13,52,0
8099,2,4GB Video Recording Pen X200 Black,Controle de Qualidade,13.12.2021 12:24:46,13.12.2021 13:55:02,0,0
8099,4,4GB Video Recording Pen X200 Black,,15.12.2021 12:06:37,15.12.2021 14:06:59,24,0
8100,2,Age of Empires II: The Conquerors Expansion E125,,18.12.2021 10:02:03,18.12.2021 10:07:45,0,0
8100,8,AGE OF EMPIRES II: THE CONQUERORS EXPANSION E125,,14.12.2021 17:18:05,14.12.2021 17:20:31,0,0
8101,4,Home Theater System 2.1 Channel M1230 Brown,,13.12.2021 16:18:46,13.12.2021 16:24:41,0,0
8101,6,Home Theater System 2.1 Channel M1230 Brown,,15.12.2021 09:35:25,15.12.2021 09:37:41,0,0
8101,3,Home Theater System 2.1 Channel M1230 Brown,,14.12.2021 11:15:04,14.12.2021 11:33:14,239,0
8052,9,Home Theater System 7.1 Channel M710 Brown,Preparação de Máquina,12.12.2021 11:13:03,12.12.2021 14:43:37,56,0
8053,7,Home Theater System 5.1 Channel M1500 White,,14.12.2021 07:01:20,14.12.2021 10:02:02,371,0
8102,4,8GB Super-Slim MP3/Video Player M800 Red,,19.12.2021 09:01:35,19.12.2021 12:02:05,72,0
8103,2,Impossible Creatures E114,Preparação de Máquina,14.12.2021 15:43:29,14.12.2021 16:04:05,0,0
8103,5,Impossible Creatures E114,Controle de Qualidade,18.12.2021 15:00:51,18.12.2021 15:06:11,0,0
8103,1,Impossible Creatures E114,,16.12.2021 10:18:02,16.12.2021 11:13:52,32,0
8104,2,mechcommander 2 e123,,13.12.2021 17:56:58,13.12.2021 18:27:33,0,0
8104,6,MechCommander 2 E123,,18.12.2021 16:03:38,18.12.2021 16:09:13,0,0
8104,10,MechCommander 2 E123,,17.12.2021 17:35:31,17.12.2021 18:01:15,370,0
8105,6,Rise of Nations: Rise of Legends M290,,17.12.2021 15:44:38,17.12.2021 15:50:00,0,0
8105,4,Rise of Nations: Rise of Legends M290,,15.12.2021 11:43:43,15.12.2021 11:46:05,0,0
8105,4,Rise of Nations: Rise of Legends M290,,14.12.2021 10:34:36,14.12.2021 11:28:14,6,0
8106,10,Flight Simulator X Acceleration Expansion Pack 2009 E128,,14.12.2021 07:33:44,14.12.2021 07:39:37,0,0
8106,8,Flight Simulator X Acceleration Expansion Pack 2009 E128,,14.12.2021 14:42:25,14.12.2021 14:44:54,0,0
8106,1,Flight Simulator X Acceleration Expansion Pack 2009 E128,,15.12.2021 09:56:18,15.12.2021 10:19:49,179,0
8100,8,Age of Empires II: The Conquerors Expansion E125,,15.12.2021 12:20:35,15.12.2021 12:44:15,355,0
8077,7,8xDVD E140 Black,Preparação de Máquina,14.12.2021 10:38:12,14.12.2021 10:48:52,0,0
8077,5,8xDVD E140 Black,,15.12.2021 17:12:20,15.12.2021 18:52:33,339,0
8079,5,LCD20 M200 White,,18.12.2021 10:33:01,18.12.2021 12:33:25,60,0
8107,4,Hand Games for 12-16 boys E60 Black,,16.12.2021 14:40:33,16.12.2021 15:01:04,61,0
7870,1,LCD20 M200 Black,,03.12.2021 08:12:20,03.12.2021 10:58:15,152,0
8105,6,Rise of Nations: Rise of Legends M290,,13.12.2021 16:02:55,13.12.2021 17:03:28,6,0
8108,9,Zoo Tycoon 2: Extinct Animals M210,,13.12.2021 16:19:37,13.12.2021 16:54:48,0,0
8108,7,Zoo Tycoon 2: Extinct Animals M210,,17.12.2021 10:20:12,17.12.2021 10:25:27,0,0
8108,6,Zoo Tycoon 2: Extinct Animals M210,,13.12.2021 17:04:50,13.12.2021 19:25:09,267,0
8062,7,Laptop Keyboard X105 Silver,Falha Operador,18.12.2021 12:51:15,18.12.2021 17:52:04,346,0
7870,,LCD20 M200 BLACK,,03.12.2021 13:33:36,03.12.2021 14:34:30,0,0
7870,5,LCD20 M200 Black,Preparação de Máquina,03.12.2021 10:23:13,03.12.2021 10:38:31,0,0
7870,3,LCD20 M200 Black,,02.12.2021 13:21:21,02.12.2021 13:31:51,0,0
7870,9,LCD20 M200 Black,,04.12.2021 07:39:21,04.12.2021 08:00:12,152,0
8109,3,Wireless Transmitter and Bluetooth Headphones X250 Red,,16.12.2021 15:24:20,16.12.2021 16:09:40,0,0
8109,9,Wireless Transmitter and Bluetooth Headphones X250 Red,Peça Irregular,15.12.2021 16:37:46,15.12.2021 16:43:32,0,0
8109,1,Wireless Transmitter and Bluetooth Headphones X250 Red,,16.12.2021 16:38:03,16.12.2021 18:23:16,47,0
8063,5,Home Theater System 2.1 Channel E211 Brown,,14.12.2021 09:17:16,14.12.2021 12:33:11,328,0
8062,3,Laptop Keyboard X105 Silver,,16.12.2021 13:40:22,16.12.2021 16:41:06,346,0
8081,9,Wireless Bluetooth Stereo Headphones M402 Green,,18.12.2021 15:26:21,18.12.2021 16:41:50,215,0
8081,8,Wireless Bluetooth Stereo Headphones M402 Green,,16.12.2021 11:09:01,16.12.2021 11:14:21,215,
8110,4,LCD24W X300 Black,,16.12.2021 11:49:55,16.12.2021 12:25:19,0,0
8110,2,LCD24W X300 Black,,13.12.2021 10:48:43,13.12.2021 10:54:32,0,0
8110,3,LCD24W X300 Black,,15.12.2021 15:19:00,15.12.2021 16:29:52,324,0
8111,9,Home Theater System 4.1 Channel M1400 Brown,Controle de Qualidade,17.12.2021 10:46:16,17.12.2021 11:06:59,0,0
8111,3,Home Theater System 4.1 Channel M1400 Brown,,18.12.2021 07:04:47,18.12.2021 07:10:01,0,0
8111,5,Home Theater System 4.1 Channel M1400 Brown,Controle de Qualidade,14.12.2021 14:33:21,14.12.2021 15:53:46,169,0
8112,5,Dungeon Siege X300,,17.12.2021 08:00:57,17.12.2021 08:06:09,0,0
8112,3,Dungeon Siege X300,,19.12.2021 08:53:39,19.12.2021 11:48:50,38,0
8113,7,Bicycle Board Games X500,,13.12.2021 10:02:29,13.12.2021 10:08:19,0,0
8113,6,bicycle board games x500,,13.12.2021 09:24:46,13.12.2021 12:20:12,363,0
8114,2,Home Theater System 5.1 Channel M511 Brown,,15.12.2021 13:05:31,16.12.2021 04:05:52,0,0
8114,3,Home Theater System 5.1 Channel M511 Brown,,15.12.2021 15:16:16,16.12.2021 12:06:37,0,0
8114,9,Home Theater System 5.1 Channel M511 Brown,,14.12.2021 10:26:06,15.12.2021 05:26:13,107,0
8114,9,Home Theater System 5.1 Channel M511 Brown,,17.12.2021 14:57:50,18.12.2021 08:03:07,107,0
8114,2,Home Theater System 5.1 Channel M511 Brown,Controle de Qualidade,13.12.2021 11:43:09,14.12.2021 10:48:41,107,0
8115,7,Hand Games women M400 Black,,16.12.2021 12:38:35,16.12.2021 17:38:50,373,0
8116,4,Hand Games women M40 Black,,16.12.2021 15:10:13,16.12.2021 15:56:03,0,0
8116,3,Hand Games women M40 Black,,16.12.2021 14:07:35,16.12.2021 14:13:10,0,0
8116,5,Hand Games women M40 Black,,22.12.2021 09:30:23,22.12.2021 10:40:57,212,0
8117,6,RISE OF NATIONS2009 E152,,22.12.2021 12:09:47,22.12.2021 13:05:25,0,0
8117,6,Rise of Nations2009 E152,,18.12.2021 11:30:54,18.12.2021 14:56:42,0,0
8117,4,Rise of Nations2009 E152,,18.12.2021 09:57:36,18.12.2021 10:33:18,0,0
8117,10,Rise of Nations2009 E152,,16.12.2021 16:58:30,16.12.2021 17:04:02,0,0
8117,6,Rise of Nations2009 E152,,22.12.2021 16:55:29,22.12.2021 17:00:51,0,0
8117,9,Rise of Nations2009 E152,Controle de Qualidade,16.12.2021 07:00:20,16.12.2021 09:55:59,116,0
8118,2,Hand Games for Office worker L299 Black,,16.12.2021 13:53:02,16.12.2021 15:43:22,388,0
8119,8,Home Theater System 5.1 Channel M516 Silver,,18.12.2021 13:15:44,18.12.2021 13:21:17,0,0
8119,10,Home Theater System 5.1 Channel M516 Silver,,20.12.2021 14:01:49,20.12.2021 14:04:33,0,0
8119,9,Home Theater System 5.1 Channel M516 Silver,,22.12.2021 10:15:27,22.12.2021 10:33:45,259,0
8099,7,4GB Video Recording Pen X200 Black,,13.12.2021 12:30:31,13.12.2021 17:31:05,24,0
8099,1,4GB Video Recording Pen X200 Black,,15.12.2021 11:15:12,15.12.2021 15:16:02,24,0
8102,9,8GB Super-Slim MP3/Video Player M800 Red,,13.12.2021 09:58:19,13.12.2021 14:59:10,72,0
8090,4,Home Theater System 5.1 Channel M511 Silver,Outros,15.12.2021 14:01:49,15.12.2021 16:02:26,286,0
8120,1,Home Theater System 5.1 Channel M516 Silver,,20.12.2021 11:48:02,20.12.2021 12:08:13,190,0
8121,8,Home Theater System 7.1 Channel X711 Silver,Preparação de Máquina,22.12.2021 10:59:05,22.12.2021 11:01:43,0,0
8121,2,Home Theater System 7.1 Channel X711 Silver,Controle de Qualidade,21.12.2021 14:30:54,21.12.2021 14:59:26,110,0
8122,7,King& Myths: The Age Collection M340,Preparação de Máquina,18.12.2021 11:48:46,18.12.2021 12:09:18,182,0
8123,5,Coffee Maker 12C M1000 Silver,,17.12.2021 10:11:34,17.12.2021 10:37:01,0,0
8123,6,Coffee Maker 12C M1000 Silver,,18.12.2021 10:57:56,18.12.2021 11:03:31,0,0
8124,6,Hand Games women M40 Yellow,Preparação de Máquina,17.12.2021 09:36:17,17.12.2021 09:56:54,0,0
8124,10,Hand Games women M40 Yellow,,19.12.2021 10:17:11,19.12.2021 10:22:48,0,0
8124,3,Hand Games women M40 Yellow,,16.12.2021 17:22:50,16.12.2021 17:33:11,79,0
8125,8,Car Video TFT6.2W E6282 Silver,,17.12.2021 16:46:42,17.12.2021 16:57:17,0,0
8125,10,Car Video TFT6.2W E6282 Silver,Preparação de Máquina,16.12.2021 14:12:37,16.12.2021 14:17:53,0,0
8125,5,Car Video TFT6.2W E6282 Silver,,16.12.2021 10:43:06,16.12.2021 10:58:33,63,0
8126,3,Home Theater System 2.1 Channel M1210 Silver,,17.12.2021 12:04:53,17.12.2021 13:05:27,0,0
8127,7,Kings & Myths: The Age Collection2009 E147,,19.12.2021 08:37:32,19.12.2021 08:58:26,0,0
8128,8,Hand Games for kids E30 Yellow,,16.12.2021 09:22:27,16.12.2021 10:08:13,0,0
8128,2,Hand Games for kids E30 Yellow,,19.12.2021 14:11:54,19.12.2021 14:17:43,0,0
8128,10,hand games for kids e30 yellow,,21.12.2021 16:51:01,21.12.2021 19:06:39,334,0
8129,6,Home Theater System 5.1 Channel M511 Silver,,22.12.2021 10:17:28,22.12.2021 10:27:38,0,0
8129,2,Home Theater System 5.1 Channel M511 Silver,Controle de Qualidade,16.12.2021 12:50:58,16.12.2021 12:56:24,0,0
8129,4,Home Theater System 5.1 Channel M511 Silver,,18.12.2021 13:58:56,18.12.2021 14:44:10,132,0
8130,8,Zoo Tycoon 2 E108,Preparação de Máquina,22.12.2021 16:10:07,22.12.2021 16:20:52,0,0
8130,7,Zoo Tycoon 2 E108,,16.12.2021 10:52:19,16.12.2021 10:57:41,0,0
8130,8,Zoo Tycoon 2 E108,,22.12.2021 17:02:15,22.12.2021 17:27:30,141,0
7983,5,Home Theater System 5.1 Channel M513 Brown,Preparação de Máquina,10.12.2021 16:06:31,10.12.2021 16:17:07,0,0
7983,6,Home Theater System 5.1 Channel M513 Brown,,09.12.2021 13:54:54,09.12.2021 14:00:39,0,0
7983,9,Home Theater System 5.1 Channel M513 Brown,,11.12.2021 14:01:40,11.12.2021 15:22:10,320,0
8131,,Telephoto Conversion Lens X400 Silver,,20.12.2021 12:54:17,20.12.2021 13:25:01,0,0
8131,6,Telephoto Conversion Lens X400 Silver,Controle de Qualidade,21.12.2021 15:11:48,21.12.2021 15:17:09,0,0
8131,7,Telephoto Conversion Lens X400 Silver,,16.12.2021 16:31:00,16.12.2021 17:26:53,109,0
8132,10,Home Theater System 2.1 Channel M1210 Silver,,20.12.2021 08:49:37,20.12.2021 08:55:30,0,0
8132,3,Home Theater System 2.1 Channel M1210 Silver,,20.12.2021 14:32:55,20.12.2021 14:35:30,0,0
8132,5,Home Theater System 2.1 Channel M1210 Silver,,19.12.2021 13:07:14,19.12.2021 13:30:58,167,0
8133,10,1GB Digital Voice Recorder Pen E100 Pink,Controle de Qualidade,17.12.2021 14:12:54,17.12.2021 14:18:23,0,0
8133,8,1GB Digital Voice Recorder Pen E100 Pink,,16.12.2021 13:57:38,16.12.2021 14:00:32,0,0
8134,10,Home Theater System 2.1 Channel M1210 Brown,Outros,18.12.2021 08:09:01,18.12.2021 08:14:38,0,0
8134,7,Home Theater System 2.1 Channel M1210 Brown,Preparação de Máquina,19.12.2021 12:37:00,19.12.2021 12:39:25,0,0
8134,8,Home Theater System 2.1 Channel M1210 Brown,Controle de Qualidade,16.12.2021 14:22:42,16.12.2021 16:46:07,,0
8135,9,Wireless Bluetooth Stereo Headphones M170 Pink,Manutenção Mecânica,16.12.2021 08:44:52,16.12.2021 09:48:38,55,0
8136,9,Zoo Tycoon Dinosaur Digs X200,,16.12.2021 09:29:39,16.12.2021 10:29:58,0,0
8136,9,Zoo Tycoon Dinosaur Digs X200,Preparação de Máquina,18.12.2021 13:21:21,18.12.2021 14:47:07,0,0
8136,3,Zoo Tycoon Dinosaur Digs X200,,18.12.2021 17:04:07,18.12.2021 17:34:32,0,0
8136,5,Zoo Tycoon Dinosaur Digs X200,,20.12.2021 07:28:50,20.12.2021 09:34:35,70,0
8137,5,Hand Games for 12-16 boys E600 Red,,20.12.2021 09:34:50,20.12.2021 10:00:38,0,0
8137,5,Hand Games for 12-16 boys E600 Red,,20.12.2021 17:15:21,20.12.2021 17:36:03,0,0
8137,8,Hand Games for 12-16 boys E600 Red,,17.12.2021 08:10:19,17.12.2021 08:21:03,0,0
8137,6,Hand Games for 12-16 boys E600 Red,,16.12.2021 07:31:00,16.12.2021 08:21:49,89,0
8115,5,HAND GAMES WOMEN M400 BLACK,,18.12.2021 10:27:50,18.12.2021 10:53:30,0,0
8115,4,Hand Games women M400 Black,,20.12.2021 16:46:42,20.12.2021 16:52:17,0,0
8115,4,Hand Games women M400 Black,,17.12.2021 16:21:21,17.12.2021 17:22:09,373,0
8138,5,Stereo Bluetooth Headphones New Generation M370 Blue,Preparação de Máquina,17.12.2021 10:34:36,17.12.2021 10:52:23,220,0
8139,7,17'' Oscillating Pedestal Fan M125 White,,21.12.2021 10:49:00,21.12.2021 10:51:48,0,0
8139,2,17'' Oscillating Pedestal Fan M125 White,,16.12.2021 14:10:01,16.12.2021 14:33:40,126,0
8140,7,Hand Games men M30 Black,,22.12.2021 11:21:24,22.12.2021 11:41:43,0,0
8140,7,Hand Games men M30 Black,,22.12.2021 11:53:05,22.12.2021 11:55:47,0,0
8140,6,Hand Games men M30 Black,,17.12.2021 11:26:18,17.12.2021 13:20:13,273,0
8112,5,Dungeon Siege X300,,15.12.2021 08:38:06,15.12.2021 11:38:45,38,0
8113,2,bicycle board games x500,,16.12.2021 13:43:14,16.12.2021 16:44:09,363,0
7859,3,180 CFM Vertical Discharge Fan X450 Black,,18.11.2021 16:16:36,18.11.2021 19:02:02,116,0
7859,6,180 CFM Vertical Discharge Fan X450 Black,,23.11.2021 09:41:45,23.11.2021 12:02:17,116,0
7859,8,180 CFM Vertical Discharge Fan X450 Black,,20.11.2021 13:31:00,20.11.2021 15:11:46,0,0
8136,10,Zoo Tycoon Dinosaur Digs X200,,16.12.2021 07:34:45,16.12.2021 10:35:21,70,9
8141,3,DVD M330 Black,,17.12.2021 14:20:24,17.12.2021 15:11:17,0,
8141,5,DVD M330 Black,,21.12.2021 12:54:34,21.12.2021 13:00:29,0,0
8141,10,DVD M330 Black,,16.12.2021 08:21:33,16.12.2021 10:27:12,255,0
8142,6,Hand Games for students E40 Silver,,18.12.2021 08:59:42,18.12.2021 09:10:36,0,0
8142,3,Hand Games for students E40 Silver,Controle de Qualidade,16.12.2021 15:09:21,16.12.2021 15:12:13,0,0
8142,8,Hand Games for students E40 Silver,,19.12.2021 11:06:08,19.12.2021 11:25:00,280,0
8143,5,Wireless Bluetooth Stereo Headphones M402 Green,,17.12.2021 10:04:39,17.12.2021 10:15:26,0,0
8143,8,Wireless Bluetooth Stereo Headphones M402 Green,,17.12.2021 12:21:53,17.12.2021 12:27:38,0,0
8137,4,Hand Games for 12-16 boys E600 Red,Preparação de Máquina,18.12.2021 13:23:22,18.12.2021 13:48:52,89,0
8143,1,Wireless Bluetooth Stereo Headphones M402 Green,Controle de Qualidade,19.12.2021 17:52:56,19.12.2021 18:23:23,238,0
