Data da Compra,Produto,PrecoOriginal,PrecoPago,Fornecedor,Qtd. Comprada,TotalOriginal,TotalPago,CodCliente,Região Destino
19.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Wide World Importers,1.0,179.0,179.0,8.0,Brasil - BA
19.9.2020,Aparelho de Som,79.79999999999998,79.79999999999998,Uno Toys,1.0,79.79999999999998,79.79999999999998,4.0,Brasil - SP
19.9.2020,Rádio,16.89,12.33,Uno Toys,1.0,16.89,12.33,8.0,Brasil - RJ
19.9.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,1.0,Brasil - RJ
19.9.2020,rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,2.0,Brasil - RJ
19.9.2020,Rádio,6.99,6.36,Uno Toys,3.0,20.97,19.08,2.0,Brasil - SP
19.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,3.0,Brasil - SP
19.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,8.0,Brasil - SP
19.9.2020,Lâmpada,595.0,595.0,Contoso,3.0,1785.0,1785.0,10.0,Brasil - SP
19.9.2020,Ar Condicionado,595.0,452.2,Contoso,1.0,595.0,452.2,7.0,Brasil - RJ
19.9.2020,Lâmpada,595.0,595.0,Contoso,4.0,2380.0,2380.0,2.0,Brasil - ES
19.9.2020,Rádio,8.99,6.47,Uno Toys,1.0,8.99,6.47,6.0,Brasil - SP
19.9.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,3.0,Brasil - ES
19.9.2020,Rádio,8.99,8.99,Uno Toys,1.0,8.99,8.99,6.0,Brasil - SP
19.9.2020,Rádio,4.99,4.99,Uno Toys,1.0,4.99,4.99,7.0,Brasil - SP
19.9.2020,Rádio,5.39,5.39,Southridge Video,2.0,10.78,10.78,1.0,Brasil - SP
19.9.2020,Sistema Audivisual para Carro,149.95,149.95,Wide World Importers,5.0,749.75,749.75,9.0,Brasil - RJ
19.9.2020,Aparelho de Som,43.0,43.0,Uno Toys,4.0,172.0,172.0,8.0,Brasil - MA
19.9.2020,Rádio,8.99,8.99,Uno Toys,5.0,44.95,44.95,1.0,Brasil - ES
19.9.2020,Projetor,126.9,123.09,Southridge Video,4.0,507.6,492.36,10.0,Brasil - ES
19.9.2020,Monitor,126.9,118.02,Southridge Video,2.0,253.8,236.04,4.0,Brasil - SP
19.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - ES
19.9.2020,Projetor,126.9,120.56,Southridge Video,1.0,126.9,120.56,8.0,Brasil - ES
19.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - SP
19.9.2020,PROJETOR,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - SP
19.9.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,8.0,Brasil - SP
19.9.2020,Alto Falante,179.0,121.72,Wide World Importers,5.0,895.0,608.6,3.0,Brasil - ES
19.9.2020,Alto Falante,179.0,177.21,Wide World Importers,1.0,179.0,177.21,7.0,Brasil - BA
20.9.2020,Ventilador,89.0,89.0,Uno Toys,1.0,89.0,89.0,8.0,Brasil - SP
20.9.2020,Rádio,5.39,5.39,Southridge Video,1.0,5.39,5.39,4.0,Brasil - RJ
20.9.2020,Lâmpada,595.0,595.0,Contoso,5.0,2975.0,2975.0,8.0,Brasil - RJ
20.9.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,10.0,Brasil - SP
20.9.2020,Aparelho de Som,70.13,70.13,Uno Toys,4.0,280.52,280.52,6.0,Brasil - SP
20.9.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,10.0,Brasil - SP
20.9.2020,Aparelho de Som,70.13,56.81,Uno Toys,1.0,70.13,56.81,6.0,Brasil - SP
20.9.2020,Gravador,4.99,4.99,Uno Toys,3.0,14.97,14.97,9.0,Brasil - RJ
20.9.2020,Rádio,8.88,8.88,Southridge Video,3.0,26.64,26.64,5.0,Brasil - RJ
20.9.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - ES
20.9.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,1.0,Brasil - SP
20.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - RJ
20.9.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - RJ
20.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
20.9.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,5.0,Brasil - RJ
20.9.2020,Geladeira,699.0,699.0,Litware ,1.0,699.0,699.0,6.0,Brasil - BA
21.9.2020,lâmpada,25.0,25.0,CONTOSO,3.0,75.0,75.0,9.0,Brasil - BA
21.9.2020,Ventilador,32.0,32.0,Uno Toys,2.0,64.0,64.0,8.0,Brasil - RJ
21.9.2020,Ar Condicionado,595.0,368.9,Contoso,1.0,595.0,368.9,6.0,Brasil - SP
21.9.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - SP
21.9.2020,Rádio,8.99,8.99,Uno Toys,3.0,26.97,26.97,6.0,Brasil - SP
21.9.2020,Geladeira,480.0,480.0,Contoso,1.0,480.0,480.0,7.0,Brasil - RJ
21.9.2020,Aparelho de Som,32.0,32.0,Uno Toys,2.0,64.0,64.0,5.0,Brasil - ES
21.9.2020,Aparelho de Som,109.0,66.49,Uno Toys,1.0,109.0,66.49,9.0,Brasil - SP
21.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,1.0,Brasil - SP
21.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
,MONITOR,126.9,126.9,Southridge Video,,126.9,126.9,1.0,Brasil - SP
21.9.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,3.0,Brasil - SP
21.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - RJ
21.9.2020,Sistema Audivisual para Carro,199.95,199.95,Wide World Importers,1.0,199.95,199.95,7.0,Brasil - RJ
22.9.2020,Ventilador,79.79999999999998,79.79999999999998,Uno Toys,2.0,159.6,159.6,4.0,Brasil - SP
22.9.2020,Ventilador,70.13,53.3,Uno Toys,3.0,210.39,159.9,3.0,Brasil - RJ
22.9.2020,Rádio,6.99,6.99,Uno Toys,5.0,34.95,34.95,7.0,Brasil - SP
22.9.2020,Rádio,6.99,6.99,Uno Toys,1.0,6.99,6.99,6.0,Brasil - SP
22.9.2020,Rádio,4.99,4.99,Uno Toys,5.0,24.95,24.95,6.0,Brasil - RJ
22.9.2020,Rádio,4.99,3.39,Uno Toys,1.0,4.99,3.39,3.0,Brasil - SP
22.9.2020,Rádio,16.99,11.04,Southridge Video,1.0,16.99,11.04,,Brasil - MA
22.9.2020,Ventilador,109.0,109.0,Uno Toys,5.0,545.0,545.0,3.0,Brasil - SP
22.9.2020,Aparelho de Som,109.0,109.0,Uno Toys,1.0,109.0,109.0,2.0,Brasil - SP
22.9.2020,Aparelho de Som,109.0,109.0,Uno Toys,3.0,327.0,327.0,10.0,Brasil - SP
22.9.2020,Microondas,399.0,399.0,Contoso,1.0,399.0,399.0,2.0,Brasil - RJ
22.9.2020,Ventilador,34.0,25.84,Uno Toys,1.0,34.0,25.84,10.0,Brasil - ES
22.9.2020,Gravador,4.99,3.59,Uno Toys,1.0,4.99,3.59,4.0,Brasil - RJ
22.9.2020,Gravador,8.88,8.88,Southridge Video,1.0,8.88,8.88,3.0,Brasil - SP
22.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - SP
22.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - MA
22.9.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,8.0,Brasil - ES
22.9.2020,Monitor,126.9,91.37,Southridge Video,1.0,126.9,91.37,7.0,Brasil - SP
22.9.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,8.0,Brasil - AM
22.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,4.0,716.0,716.0,7.0,Brasil - BA
22.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,4.0,Brasil - RJ
22.9.2020,Fone de Ouvido Bluetooth,179.0,161.1,Proseware,4.0,716.0,644.4,3.0,Brasil - BA
22.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,9.0,Brasil - RJ
22.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,4.0,716.0,716.0,10.0,Brasil - BA
23.9.2020,Gravador,5.39,5.39,Southridge Video,4.0,21.56,21.56,1.0,Brasil - RJ
23.9.2020,Rádio,4.99,4.99,Uno Toys,3.0,14.97,14.97,2.0,Brasil - BA
23.9.2020,microondas,299.0,299.0,Contoso,3.0,897.0,897.0,10.0,Brasil - BA
23.9.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,9.0,Brasil - SP
23.9.2020,Rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,9.0,Brasil - SP
23.9.2020,Ar Condicionado,595.0,595.0,Contoso,2.0,1190.0,1190.0,5.0,Brasil - ES
23.9.2020,Ar Condicionado,25.0,25.0,Contoso,5.0,125.0,125.0,10.0,Brasil - SP
23.9.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,10.0,Brasil - ES
23.9.2020,Rádio,5.39,5.39,Southridge Video,1.0,5.39,5.39,10.0,Brasil - SP
23.9.2020,Gravador,6.99,6.99,Southridge Video,1.0,6.99,6.99,1.0,Brasil - RJ
23.9.2020,Aparelho de Som,109.0,109.0,Uno Toys,1.0,109.0,109.0,3.0,Brasil - SP
23.9.2020,Geladeira,579.0,579.0,Litware ,1.0,579.0,579.0,2.0,Brasil - ES
23.9.2020,Ventilador,73.39,73.39,UNO TOYS,5.0,366.95,366.95,10.0,Brasil - RJ
23.9.2020,Gravador,6.99,4.26,Uno Toys,1.0,6.99,4.26,7.0,Brasil - RJ
23.9.2020,Rádio,6.99,6.22,Uno Toys,4.0,27.96,24.88,5.0,Brasil - RJ
23.9.2020,Gravador,8.99,8.99,Uno Toys,1.0,8.99,8.99,7.0,Brasil - SP
23.9.2020,Gravador,8.88,8.88,Southridge Video,1.0,8.88,8.88,5.0,Brasil - RJ
23.9.2020,Lâmpada,595.0,529.55,Contoso,1.0,595.0,529.55,10.0,Brasil - ES
23.9.2020,Projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,2.0,Brasil - SP
23.9.2020,Monitor,126.9,77.40999999999998,Southridge Video,1.0,126.9,77.40999999999998,1.0,Brasil - SP
23.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
23.9.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,6.0,Brasil - RJ
23.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
23.9.2020,Projetor,126.9,83.75,Southridge Video,1.0,126.9,83.75,8.0,Brasil - RJ
23.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
23.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,8.0,Brasil - SP
23.9.2020,Projetor,126.9,88.83,Southridge Video,1.0,126.9,88.83,4.0,Brasil - RJ
23.9.2020,Microondas,579.0,579.0,Litware ,5.0,2895.0,2895.0,5.0,Brasil - BA
24.9.2020,Lâmpada,25.0,15.25,Contoso,4.0,100.0,61.0,9.0,Brasil - MA
24.9.2020,Microondas,199.0,127.36,Contoso,1.0,199.0,127.36,2.0,Brasil - RJ
24.9.2020,Gravador,16.89,14.19,Uno Toys,1.0,16.89,14.19,7.0,Brasil - MA
24.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,6.0,Brasil - ES
24.9.2020,AR CONDICIONADO,595.0,368.9,Contoso,1.0,595.0,368.9,3.0,Brasil - SP
24.9.2020,Gravador,16.99,16.99,Southridge Video,2.0,33.98,33.98,7.0,Brasil - SP
24.9.2020,Ventilador,89.0,89.0,Uno Toys,3.0,267.0,267.0,7.0,Brasil - RJ
24.9.2020,Microondas,579.0,550.05,Litware ,1.0,579.0,550.05,9.0,Brasil - SP
24.9.2020,Geladeira,579.0,579.0,Litware ,1.0,579.0,579.0,5.0,Brasil - RJ
24.9.2020,Microondas,329.0,305.97,Contoso,1.0,329.0,305.97,3.0,Brasil - ES
24.9.2020,Microondas,579.0,579.0,Litware ,1.0,579.0,579.0,4.0,Brasil - SP
24.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - SP
24.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - ES
24.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - ES
24.9.2020,projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - BA
24.9.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,6.0,Brasil - ES
24.9.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,10.0,Brasil - SP
24.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
24.9.2020,Microondas,579.0,579.0,Litware ,1.0,579.0,579.0,10.0,Brasil - SP
24.9.2020,Microondas,579.0,579.0,Litware ,1.0,579.0,579.0,4.0,Brasil - RJ
25.9.2020,Acessório para Câmera,326.0,306.44,Proseware,1.0,326.0,306.44,9.0,Brasil - SP
25.9.2020,Microondas,299.9,287.9,Litware ,1.0,299.9,287.9,2.0,Brasil - RJ
25.9.2020,Ar Condicionado,595.0,481.95,Contoso,2.0,1190.0,963.9,6.0,Brasil - RJ
25.9.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,2.0,Brasil - RJ
25.9.2020,Gravador,4.99,4.04,Uno Toys,2.0,9.98,8.08,,Brasil - RJ
25.9.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,7.0,Brasil - SP
25.9.2020,Microondas,569.0,569.0,Litware,1.0,569.0,569.0,9.0,Brasil - SP
25.9.2020,Microondas,480.0,403.2,Contoso,1.0,480.0,403.2,2.0,Brasil - SP
25.9.2020,Ar Condicionado,68.0,68.0,Contoso,1.0,68.0,68.0,3.0,Brasil - SP
25.9.2020,"Impressora, Scanner & Fax",219.0,181.77,Southridge Video,3.0,657.0,545.31,4.0,Brasil - RJ
25.9.2020,Rádio,6.99,6.99,Uno Toys,1.0,6.99,6.99,7.0,Brasil - RJ
25.9.2020,Gravador,16.89,10.64,Uno Toys,5.0,84.45,53.2,5.0,Brasil - RJ
25.9.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,3.0,Brasil - ES
25.9.2020,Monitor,126.9,115.48,Southridge Video,1.0,126.9,115.48,8.0,Brasil - RJ
25.9.2020,PROJETOR,126.9,126.9,SOUTHRIDGE VIDEO,1.0,126.9,126.9,9.0,Brasil - ES
25.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - SP
25.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,6.0,Brasil - SP
25.9.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,6.0,Brasil - SP
25.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - RJ
25.9.2020,Monitor,126.9,121.82,Southridge Video,,380.7,365.46,4.0,Brasil - SP
25.9.2020,Projetor,126.9,86.29,Southridge Video,1.0,126.9,86.29,7.0,Brasil - SP
25.9.2020,Fone de Ouvido Bluetooth,179.0,157.52,Proseware,1.0,179.0,157.52,4.0,Brasil - SP
25.9.2020,Geladeira,299.9,299.9,Litware ,1.0,299.9,299.9,4.0,Brasil - SP
25.9.2020,Microondas,299.9,299.9,Litware ,1.0,299.9,299.9,6.0,Brasil - RJ
25.9.2020,Acessórios de TV e Áudio,199.95,199.95,Wide World Importers,4.0,799.7999999999998,799.7999999999998,7.0,Brasil - SP
25.9.2020,Geladeira,569.0,569.0,Litware,1.0,569.0,569.0,6.0,Brasil - SP
25.9.2020,Alto Falante,179.0,179.0,Proseware,1.0,179.0,179.0,2.0,Brasil - SP
25.9.2020,Alto Falante,179.0,179.0,Proseware,1.0,179.0,179.0,9.0,Brasil - SP
25.9.2020,Acessório para Câmera,326.0,326.0,Proseware,1.0,326.0,326.0,7.0,Brasil - SP
25.9.2020,Geladeira,299.9,299.9,Litware ,1.0,299.9,299.9,1.0,Brasil - SP
25.9.2020,Sistema Audivisual para Carro,199.95,199.95,Wide World Importers,4.0,799.7999999999998,799.7999999999998,8.0,Brasil - SP
25.9.2020,Microondas,569.0,421.06,Litware,1.0,569.0,421.06,3.0,Brasil - SP
25.9.2020,Geladeira,299.9,269.91,Litware ,1.0,299.9,269.91,6.0,Brasil - RJ
25.9.2020,Geladeira,299.9,299.9,Litware ,1.0,299.9,299.9,4.0,Brasil - RJ
25.9.2020,fone de ouvido bluetooth,179.0,139.62,Proseware,1.0,179.0,139.62,6.0,Brasil - SP
25.9.2020,Fone de Ouvido Bluetooth,179.0,179.0,Proseware,1.0,179.0,179.0,8.0,Brasil - SP
26.9.2020,Ventilador,55.9,55.9,Uno Toys,1.0,55.9,55.9,10.0,Brasil - RJ
26.9.2020,Rádio,16.99,11.89,Southridge Video,1.0,16.99,11.89,2.0,Brasil - ES
26.9.2020,Ar Condicionado,595.0,595.0,Southridge Video,1.0,595.0,595.0,4.0,Brasil - SP
26.9.2020,Gravador,4.98,4.98,Southridge Video,3.0,14.94,14.94,1.0,Brasil - ES
26.9.2020,Aparelho de Som,70.13,66.62,Uno Toys,4.0,280.52,266.48,9.0,Brasil - BA
26.9.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - BA
26.9.2020,Geladeira,579.0,579.0,Litware ,3.0,1737.0,1737.0,5.0,Brasil - BA
26.9.2020,Geladeira,579.0,579.0,Litware ,1.0,579.0,579.0,1.0,Brasil - SP
26.9.2020,APARELHO DE SOM,70.13,70.13,Uno Toys,1.0,70.13,70.13,6.0,Brasil - BA
26.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
26.9.2020,Projetor,126.9,92.64,Southridge Video,1.0,126.9,92.64,8.0,Brasil - SP
26.9.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - SP
26.9.2020,Projetor,126.9,88.83,Southridge Video,1.0,126.9,88.83,5.0,Brasil - BA
26.9.2020,Monitor,126.9,95.18,Southridge Video,1.0,126.9,95.18,8.0,Brasil - RJ
26.9.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,5.0,Brasil - RJ
26.9.2020,Monitor,126.9,120.56,Southridge Video,2.0,253.8,241.12,7.0,Brasil - SP
26.9.2020,Projetor,126.9,90.1,Southridge Video,2.0,253.8,180.2,2.0,Brasil - ES
27.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,10.0,Brasil - ES
,Microondas,299.0,299.0,Contoso,5.0,1495.0,1495.0,4.0,Brasil - SP
27.9.2020,Aparelho de Som,28.0,28.0,Uno Toys,1.0,28.0,28.0,2.0,Brasil - SP
27.9.2020,Lâmpada,25.0,25.0,Contoso,4.0,100.0,100.0,4.0,Brasil - SP
27.9.2020,Gravador,8.88,8.439999999999998,Southridge Video,3.0,26.64,25.32,1.0,Brasil - SP
27.9.2020,Rádio,16.99,16.99,Southridge Video,1.0,16.99,16.99,10.0,Brasil - ES
27.9.2020,Ventilador,43.0,38.7,Uno Toys,3.0,129.0,116.1,3.0,Brasil - BA
27.9.2020,Aparelho de Som,26.0,19.5,Uno Toys,1.0,26.0,19.5,7.0,Brasil - ES
27.9.2020,Gravador,4.99,4.59,Uno Toys,1.0,4.99,4.59,6.0,Brasil - RJ
27.9.2020,Ar Condicionado,25.0,23.25,Contoso,5.0,125.0,116.25,8.0,Brasil - SP
27.9.2020,Rádio,16.89,16.89,Uno Toys,5.0,84.45,84.45,5.0,Brasil - RJ
27.9.2020,Projetor,126.9,90.1,SOUTHRIDGE VIDEO,1.0,126.9,90.1,6.0,Brasil - RJ
27.9.2020,Monitor,126.9,88.83,Southridge Video,2.0,253.8,177.66,2.0,Brasil - RJ
27.9.2020,Geladeira,699.0,699.0,Litware ,2.0,1398.0,1398.0,7.0,Brasil - SP
28.9.2020,Geladeira,409.0,409.0,Contoso,1.0,409.0,409.0,1.0,Brasil - SP
28.9.2020,Ar Condicionado,595.0,368.9,Southridge Video,5.0,2975.0,1844.5,8.0,Brasil - SP
28.9.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - RJ
28.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,10.0,Brasil - SP
28.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,1.0,Brasil - BA
28.9.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - RJ
28.9.2020,Gravador,16.89,16.89,Uno Toys,2.0,33.78,33.78,5.0,Brasil - RJ
28.9.2020,rádio,6.99,6.99,Uno Toys,1.0,6.99,6.99,,Brasil - RJ
28.9.2020,Rádio,16.99,16.99,Southridge Video,3.0,50.97,50.97,8.0,Brasil - SP
28.9.2020,Rádio,16.99,14.27,Southridge Video,1.0,16.99,14.27,6.0,Brasil - SP
28.9.2020,Rádio,16.99,16.99,Southridge Video,3.0,50.97,50.97,8.0,Brasil - AM
28.9.2020,Gravador,16.99,16.99,Southridge Video,5.0,84.95,84.95,1.0,Brasil - SP
28.9.2020,Geladeira,329.0,200.69,Contoso,5.0,1645.0,1003.45,4.0,Brasil - SP
28.9.2020,Microondas,409.0,409.0,Contoso,5.0,2045.0,2045.0,1.0,Brasil - SP
28.9.2020,Aparelho de Som,89.0,56.07,Uno Toys,1.0,89.0,56.07,3.0,Brasil - SP
28.9.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,10.0,Brasil - SP
28.9.2020,Monitor,126.9,106.6,Southridge Video,1.0,126.9,106.6,3.0,Brasil - ES
28.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
28.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - MA
28.9.2020,Geladeira,299.0,299.0,Litware ,5.0,1495.0,1495.0,7.0,Brasil - SP
29.9.2020,Lâmpada,25.0,25.0,Southridge Video,3.0,75.0,75.0,4.0,Brasil - SP
29.9.2020,Projetor,69.0,50.37,Southridge Video,5.0,345.0,251.85,7.0,Brasil - MA
29.9.2020,Rádio,16.99,16.99,Southridge Video,4.0,67.96,67.96,9.0,Brasil - SP
29.9.2020,Aparelho de Som,89.0,61.41,Uno Toys,1.0,89.0,61.41,5.0,Brasil - BA
29.9.2020,Microondas,329.0,329.0,Contoso,4.0,1316.0,1316.0,3.0,Brasil - SP
29.9.2020,Gravador,8.88,8.88,Southridge Video,1.0,8.88,8.88,3.0,Brasil - BA
29.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,5.0,Brasil - RJ
29.9.2020,Projetor,126.9,104.06,Southridge Video,1.0,126.9,104.06,2.0,Brasil - SP
29.9.2020,Monitor,126.9,119.29,Southridge Video,4.0,507.6,477.16,10.0,Brasil - BA
29.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - RJ
29.9.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - BA
29.9.2020,Microondas,269.9,269.9,Litware ,1.0,269.9,269.9,1.0,Brasil - SP
30.9.2020,Filmadora,12.99,12.99,Contoso,2.0,25.98,25.98,9.0,Brasil - SP
30.9.2020,Gravador,8.88,8.88,Southridge Video,4.0,35.52,35.52,3.0,Brasil - RJ
30.9.2020,Rádio,8.88,8.349999999999998,Southridge Video,1.0,8.88,8.349999999999998,3.0,Brasil - SP
30.9.2020,Ar Condicionado,595.0,505.75,Southridge Video,5.0,2975.0,2528.75,6.0,Brasil - RJ
30.9.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,7.0,Brasil - SP
30.9.2020,AR CONDICIONADO,25.0,25.0,Contoso,1.0,25.0,25.0,2.0,Brasil - ES
30.9.2020,Gravador,8.99,8.99,Uno Toys,4.0,35.96,35.96,8.0,Brasil - RJ
30.9.2020,Gravador,16.89,14.69,Uno Toys,1.0,16.89,14.69,4.0,Brasil - SP
30.9.2020,Rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,1.0,Brasil - SP
30.9.2020,Gravador,5.39,4.1,Southridge Video,1.0,5.39,4.1,1.0,Brasil - ES
30.9.2020,Microondas,429.0,429.0,Contoso,4.0,1716.0,1716.0,10.0,Brasil - SP
30.9.2020,Aparelho de Som,28.0,28.0,Uno Toys,1.0,28.0,28.0,9.0,Brasil - BA
30.9.2020,Ventilador,64.9,55.17,Uno Toys,1.0,64.9,55.17,1.0,Brasil - RJ
30.9.2020,Aparelho de Som,43.0,43.0,Uno Toys,1.0,43.0,43.0,1.0,Brasil - SP
30.9.2020,Aparelho de Som,104.89,104.89,Uno Toys,3.0,314.67,314.67,7.0,Brasil - SP
30.9.2020,aparelho de som,104.89,104.89,UNO TOYS,,104.89,104.89,1.0,Brasil - BA
30.9.2020,Gravador,4.98,4.98,Southridge Video,1.0,4.98,4.98,8.0,Brasil - RJ
30.9.2020,Rádio,4.98,3.69,Southridge Video,1.0,4.98,3.69,10.0,Brasil - SP
30.9.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,2.0,Brasil - RJ
30.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,5.0,Brasil - RJ
30.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - RJ
30.9.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,5.0,Brasil - SP
30.9.2020,Monitor,126.9,126.9,Southridge Video,4.0,507.6,507.6,4.0,Brasil - SP
30.9.2020,Monitor,126.9,106.6,Southridge Video,4.0,507.6,426.4,10.0,Brasil - RJ
30.9.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - SP
30.9.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - SP
30.9.2020,Microondas,569.0,569.0,Litware,5.0,2845.0,2845.0,1.0,Brasil - SP
1.10.2020,Aparelho de Som,34.0,34.0,Uno Toys,1.0,34.0,34.0,3.0,Brasil - SP
1.10.2020,Ar Condicionado,595.0,357.0,Contoso,1.0,595.0,357.0,9.0,Brasil - SP
1.10.2020,Ar Condicionado,595.0,595.0,Contoso,4.0,2380.0,2380.0,9.0,Brasil - SP
1.10.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,1.0,Brasil - SP
1.10.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,5.0,Brasil - SP
1.10.2020,Ar Condicionado,25.0,25.0,Southridge Video,1.0,25.0,25.0,5.0,Brasil - RJ
1.10.2020,Gravador,5.39,5.39,Southridge Video,1.0,5.39,5.39,3.0,Brasil - SP
1.10.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,2.0,Brasil - SP
1.10.2020,APARELHO DE SOM,32.0,31.04,Uno Toys,1.0,32.0,31.04,4.0,Brasil - SP
